source_system,source_code,source_term,suggested_icd_name,confidence_score,justification
"Ayurveda","AAB-68(SM7Y)","mala-apravRutiH (kEvalavAta)","Constipation", "60%", "Mala-apravṛttiḥ (kevalavāta) translates to 'constipation (due to Vata imbalance)', indicating a primary issue with bowel movement, aligning with the ICD-11 definition of constipation, although the Ayurvedic etiology is not directly reflected in the ICD-11 classification."
"Ayurveda","AAB-69","mUkatvam (kEvalavAta)","Aphasia, unspecified","60%","The term 'mUkatvam (kEvalavAta)' suggests mutism, likely caused by Vata imbalance in Ayurveda.  While not a direct equivalent, aphasia in ICD-11 encompasses various communication disorders, including mutism, making it the closest possible mapping given the limited information."
"Ayurveda","AAB-70","mohaH (kEvalavAta)","Delirium","60%","'MohaH (kEvalavAta)' suggests a state of mental confusion potentially caused by Vata imbalance in Ayurveda, which could be broadly mapped to Delirium, though further specifics are needed for higher confidence."
"Ayurveda","AAB-71","BramaH (kEvalavAta)","6A00.0 Delusional disorder","60%","The term 'BramaH (kEvalavAta)' suggests a delusion possibly stemming from an Ayurvedic imbalance ('Vata').  While not a perfect match, delusional disorder is the closest ICD-11 category considering the lack of specific clinical information within the provided input."
"Ayurveda","AAB-72(SK5Y)","BrUvyudAsaH (kEvalavAta)","G60.0-Migraine","60%","The term 'BrUvyudAsaH (kEvalavAta)' suggests a headache predominantly attributed to Vata dosha imbalance in Ayurveda.  While not a direct equivalent, the focus on headache aligns with migraine, although further specification is needed due to lack of detail in the provided definition."
"Ayurveda","AAB-73","manyAstamBaH (kEvalavAta)","Cervicalgia due to other specified causes","80%","The term 'manyAstamBaH (kEvalavAta)' suggests cervical stiffness or rigidity ('manyAstamBaH') primarily attributed to Vata imbalance ('kEvalavAta'), which, in the absence of more specific details, broadly maps to neck pain from unspecified causes in ICD-11."
"Ayurveda","SM1N(AAB-74)","mukhaSoShaH (kEvalavAta)","Dry mouth", "80%", "The Ayurvedic description of mukhaSoShaH (kEvalavAta) focusing on dryness of the tongue and mouth, with potential bitterness and heartburn, aligns best with the general ICD-11 definition of dry mouth, although further investigation might reveal a more precise sub-classification depending on the underlying cause."
"Ayurveda","SM81(AAB-75)","mUtranigrahaH (kEvalavAta)","Neurogenic bladder", "90%", "The Ayurvedic description of 'mUtranigrahaH (kEvalavAta)' points to urinary retention due to Vata dosha imbalance, which, in modern medical terms, suggests a neurological cause affecting bladder function, aligning with Neurogenic bladder in ICD-11."
"Ayurveda","AAB-76","rajonASaH (kEvalavAta)","8G70 (Menstrual disorders due to other specified causes)", "60%","'Rajonasaha' (रजोनाशः) refers to cessation of menstruation, and  'kevalavata' (केवलवात) suggests a possible link to Vata imbalance, potentially influencing the hormonal or neurological aspects of menstruation, hence the suggestion of a menstrual disorder with an unspecified cause, rather than primary amenorrhea which would imply the absence of menstruation from menarche."
"Ayurveda","SN42(AAB-77)","raukShyam (kEvalavAta)","Dry skin","90%","The Ayurvedic term 'raukShyam (kEvalavAta)' describes dryness, scaliness, and cracking of the skin, primarily attributed to an imbalance of Vata dosha.  This directly corresponds to the clinical presentation of dry skin, a condition lacking a specific ICD-11 code but commonly associated with various skin disorders listed under Chapter XII."
"Ayurveda","AAB-78(SP9Y)","lomaharShaH (kEvalavAta)","Other specified disorders of skin sensation", "70%","The term 'lomaharṣaḥ (kevalavāta)' describes a condition characterized by piloerection (goosebumps) associated with Vata dosha imbalance in Ayurveda.  While not a precise match,  'Other specified disorders of skin sensation' within ICD-11 seems the closest category encompassing this sensory disturbance."
"Ayurveda","AAB-79(SK0Y)","lalATaBedaH (kEvalavAta)","Tension-type headache","90%","Lalāṭabhedaḥ (kevalavāta), translated as frontal headache (pure Vata), aligns with the characteristics of tension-type headache, a common primary headache disorder characterized by bilateral, pressing/tightening quality, without nausea or photophobia, fitting the description of Vata imbalance in Ayurveda."
"Ayurveda","AAB-80(SP1Y)","trikagrahaH (kEvalavAta)","6A00.0 - Trigeminal neuralgia","70%","The term 'trikagrahaH' suggests a condition affecting three regions (trika), possibly related to the trigeminal nerve, and 'kEvalavAta' implying a wind-related disorder, aligning with the neuropathic pain characteristics of trigeminal neuralgia.  However, more clinical context is needed for definitive classification."
"Ayurveda","AAB-81","vartmastamBaH (kEvalavAta)","6A00.1-Glaucoma", "60%", "While the provided definition is lacking, 'vartmastamBaH' refers to stiffness or obstruction of the eyelids, and 'kEvalavAta' suggests a Vata imbalance associated with dryness.  Considering eyelid stiffness can be a symptom of glaucoma, this is a tentative mapping; more information is needed for higher confidence."
"Ayurveda","AAB-82(SK7Y)","vartmasa~gkocaH (kEvalavAta)","6A00.0-Carpal tunnel syndrome","60%","While the provided Ayurvedic term lacks a clear definition, 'vartmasa~gkocaH' suggesting constriction, and 'kEvalavAta' implying a solely Vata-related disorder, points towards a possible entrapment neuropathy like carpal tunnel syndrome, given Vata's association with movement and nerve function.  This is a tentative mapping due to limited information."
"Ayurveda","AAB-83(SP9Y)","vakShoparodhaH (kEvalavAta)","EA10.0-Other specified disorders of the respiratory system","80%","VakShoparodhaH (kEvalavAta), meaning chest obstruction due solely to Vata dosha in Ayurveda, points towards a respiratory disorder not specifically categorized elsewhere,  thus aligning with 'Other specified disorders of the respiratory system' in ICD-11."
"Ayurveda","AAB-84(SP9Y)","vakShastodaH (kEvalavAta)","Pain in chest due to Vata disorder","60%","While 'vakShastodaH (kEvalavAta)' points to chest pain primarily attributed to Vata imbalance in Ayurveda, the lack of detailed definition makes precise ICD-11 mapping challenging.  'Pain in chest due to Vata disorder' is a broad interpretation encompassing several possibilities within the ICD-11 chapter on Pain."
"Ayurveda","SK53(AAB-85)","vAk-sa~ggaH (kEvalavAta)","6A70- Speech sound disorder","90%","The description of 'vAk-sa~ggaH (kEvalavAta)' focusing on loss of speech clarity, lalling, and strained speech directly maps to the ICD-11 category of speech sound disorders, encompassing articulation difficulties consistent with the provided definition."
"Ayurveda","AAB-86(SP9Y)","vAcAlatA (kEvalavAta)","8E00, other specified neurological disorders","60%","While 'vAcAlatA (kEvalavAta)' lacks a precise definition, the context suggests a neurological disorder, potentially a type of paralysis or motor dysfunction not explicitly covered by more specific ICD-11 codes.  'kEvalavAta' hinting at a singular/isolated affliction further supports this broad categorization."
"Ayurveda","AAB-87(SP1Y)","vAtakhuDDatA/vAtakaNTakaH (kEvalavAta)","Other specified disorders of the nervous system","60%","The term 'vAtakhuDDatA/vAtakaNTakaH (kEvalavAta)' suggests a disorder predominantly affecting Vata dosha in Ayurveda, which broadly relates to neurological function.  Without further clinical details, a precise ICD-11 mapping is challenging, leading to a lower confidence score."
"Ayurveda","AAB-88(SP9Y)","vAmanatvam (kEvalavAta)","8A60-Hypertensive crisis","60%","'vAmanatvam (kEvalavAta)' suggests a condition potentially related to  imbalance in Vata dosha, which, in some severe cases, might manifest as hypertensive crisis.  However, without a detailed definition, this mapping is tentative."
"Ayurveda","AAB-89(SM37)","viD-BedaH (kEvalavAta)","Neuralgia, not elsewhere classified","60%","While 'viD-BedaH (kEvalavAta)' lacks a full definition,  'kEvalavAta' suggesting a purely Vata-related imbalance in Ayurveda, and 'viD-BedaH' implying a splitting or pain, points towards a neuralgia; however, more information is needed for higher confidence."
"Ayurveda","AAB-90","vipAdikA (nAnAtmaja) (kEvalavAta)","8B50 - Other specified disorders of the nervous system","60%","The Ayurvedic term 'vipadīkā (nānātmaja) (kevalavāta)' suggests a neurological disorder, likely involving pain and possibly of Vata origin,  making 'Other specified disorders of the nervous system' a plausible, though broad, ICD-11 mapping due to lack of specific symptoms in provided definition."
"Ayurveda","AAB-91(SQ04)","viShAdaH/dInatA (kEvalavAta)","Depressive disorder","60%","The Ayurvedic term 'viShAdaH/dInatA (kEvalavAta)' suggests a state of sadness and dejection possibly linked to Vata imbalance, which bears some resemblance to the broader symptoms of depressive disorders as classified in ICD-11, although further clinical details are needed for a more confident mapping."
"Ayurveda","AAB-92(SN3Y)","vRuShaNAkShepaH (kEvalavAta)","8A70-Other specified disorders of the male genital organs","60%","While a precise mapping is difficult without a full definition,  'vRuShaNAkShepaH' referring to the testes and 'kEvalavAta' suggesting a Vata-related disorder (often associated with pain and inflammation) points towards a non-specific disorder of the male genital organs.  The lack of specificity in the provided information lowers the confidence score."
"Ayurveda","AAB-93(SP4Y)","va~gkShaNAnAhaH (kEvalavAta)","Pain in the inguinal region due to Vata imbalance","60%","The term 'va~gkShaNAnAhaH (kEvalavAta)' describes pain (āhā) in the inguinal region (va~gkShaNa) specifically attributed to Vata dosha imbalance in Ayurveda.  While not a precise match,  the lack of detailed definitions leaves 'Pain in the inguinal region' as the closest possible ICD-11 category, acknowledging the uncertainty related to Vata imbalance."
"Ayurveda","AAB-94(SP9Y)","vyathA (kEvalavAta)","Neuralgia and other pain syndromes","70%","The term 'vyathA (kEvalavAta)' suggests pain (vyathA) caused solely by Vata dosha (kEvalavAta) in Ayurveda. While Vata is not directly translatable, the pain component maps most closely to the broad category of neuralgia and other pain syndromes within ICD-11, lacking more specific details for a narrower classification."
"Ayurveda","AAB-95(SL7Y)","SirAsPUrtiH (kEvalavAta)","Tension-type headache","90%","The term 'SirAsPUrtiH (kEvalavAta)' suggests a headache primarily attributed to Vata dosha imbalance in Ayurveda.  While not a direct equivalent,  Tension-type headache in ICD-11 encompasses headaches without specific neurological signs, aligning with a general interpretation of Vata-related head pain."
"Ayurveda","AAB-96","Siroruk (kEvalavAta)","6A00.0-Headache attributed to disorder of the nervous system","70%","The term 'Siroruk (kEvalavAta)' suggests a headache (Siroruk) primarily attributed to a disorder of the Vata dosha (kEvalavAta) in Ayurveda,  which can be broadly mapped to neurological origin in the ICD-11, although further specifics are lacking without a full definition."
"Ayurveda","SN03(AAB-97)","SukrakShayaH (kEvalavAta)","Male hypogonadism","80%","The Ayurvedic description of SukrakShayaH (kEvalavAta), encompassing decreased semen quantity and quality, reduced sexual power, and spermatorrhoea, aligns with the clinical features of male hypogonadism as defined in ICD-11, encompassing  hormonal deficiency impacting reproductive function."
"Ayurveda","AAB-98","Sa~gkhaBedaH (kEvalavAta)","8K70.0-Other specified cervical radiculopathy","90%","The term 'Sa~gkhaBedaH (kEvalavAta)' suggests a neck-related ailment ('Sa~gkha' implies neck-related and 'vAta' suggests wind or nerve related pain in Ayurvedic context), strongly indicating a cervical radiculopathy; the 'kEvalavAta' specification helps pinpoint a specific type not associated with other conditions."
"Ayurveda","SN07(AAB-99)","SePastamBaH (kEvalavAta)","6A60, Priapism","90%","The description of 'SePastamBaH (kEvalavAta)' as painful penile erection caused by vitiated vata directly corresponds to the ICD-11 definition of priapism, characterized by a persistent, usually painful, erection."
